,area,total,men,women,household,date
3369,西淀川区,96426,47658,48768,41639,2007-03-01
3370,西区,75611,35782,39829,43175,2007-03-01
3371,港区,83880,41043,42837,38684,2007-03-01
3372,大正区,72329,35605,36724,30972,2007-03-01
3373,天王寺区,65076,30159,34917,31483,2007-03-01
3374,中央区,69807,32354,37453,42681,2007-03-01
3375,東成区,79299,37768,41531,37060,2007-04-01
3376,生野区,136701,65331,71370,61895,2007-04-01
3377,旭区,94262,44990,49272,43654,2007-04-01
3378,城東区,162274,77503,84771,73036,2007-04-01
3379,鶴見区,107877,52081,55796,43228,2007-04-01
3380,住之江区,129303,62077,67226,55529,2007-04-01
3381,住吉区,157764,74168,83596,73132,2007-04-01
3382,東住吉区,133813,63414,70399,60523,2007-04-01
3383,平野区,200189,95373,104816,84703,2007-04-01
3384,東淀川区,177112,87989,89123,90367,2007-04-01
3385,阿倍野区,106994,49587,57407,48085,2007-04-01
3386,淀川区,169902,83907,85995,86933,2007-04-01
3387,西成区,128669,73785,54884,75276,2007-04-01
3388,浪速区,56923,28947,27976,36700,2007-04-01
3389,大阪市,2636402,1279166,1357236,1264854,2007-04-01
3390,北区,103408,49574,53834,58137,2007-04-01
3391,都島区,101779,49347,52432,48017,2007-04-01
3392,福島区,62018,29344,32674,30618,2007-04-01
3393,此花区,64138,31137,33001,28311,2007-04-01
3394,西淀川区,96419,47639,48780,41739,2007-04-01
3395,西区,76024,35967,40057,43488,2007-04-01
3396,港区,83920,41039,42881,38807,2007-04-01
3397,大正区,72147,35501,36646,30972,2007-04-01
3398,天王寺区,65138,30171,34967,31585,2007-04-01
3399,中央区,70329,32527,37802,43059,2007-04-01
3400,東成区,79393,37846,41547,37183,2007-05-01
3401,生野区,136850,65384,71466,62001,2007-05-01
3402,旭区,94305,44998,49307,43746,2007-05-01
3403,城東区,162408,77598,84810,73206,2007-05-01
3404,鶴見区,108266,52262,56004,43451,2007-05-01
3405,住之江区,129321,62071,67250,55632,2007-05-01
3406,住吉区,157989,74317,83672,73361,2007-05-01
3407,東住吉区,133905,63458,70447,60630,2007-05-01
3408,平野区,200296,95435,104861,84828,2007-05-01
3409,東淀川区,177452,88182,89270,90731,2007-05-01
3410,阿倍野区,107200,49682,57518,48300,2007-05-01
3411,西成区,128666,73833,54833,75476,2007-05-01
3412,淀川区,170252,84094,86158,87271,2007-05-01
3413,浪速区,57244,29093,28151,36972,2007-05-01
3414,西淀川区,96454,47655,48799,41859,2007-05-01
3415,大阪市,2641139,1281588,1359551,1269492,2007-05-01
3416,北区,103843,49791,54052,58512,2007-05-01
3417,福島区,62221,29448,32773,30812,2007-05-01
3418,此花区,64170,31158,33012,28356,2007-05-01
3419,都島区,102084,49511,52573,48238,2007-05-01
3420,西区,76450,36148,40302,43807,2007-05-01
3421,港区,84029,41090,42939,38936,2007-05-01
3422,大正区,72162,35508,36654,31006,2007-05-01
3423,天王寺区,65393,30271,35122,31766,2007-05-01
3424,中央区,70786,32755,38031,43412,2007-05-01
3425,鶴見区,108411,52308,56103,43532,2007-06-01
3426,生野区,136713,65304,71409,62046,2007-06-01
3427,旭区,94352,45012,49340,43794,2007-06-01
3428,城東区,162423,77607,84816,73252,2007-06-01
3429,阿倍野区,107445,49743,57702,48414,2007-06-01
3430,東成区,79427,37850,41577,37214,2007-06-01
3431,住吉区,158019,74321,83698,73401,2007-06-01
3432,東住吉区,133790,63354,70436,60564,2007-06-01
3433,平野区,200266,95430,104836,84886,2007-06-01
3434,西成区,128461,73726,54735,75479,2007-06-01
3435,住之江区,129337,62078,67259,55709,2007-06-01
3436,東淀川区,177611,88228,89383,90895,2007-06-01
3437,淀川区,170272,84133,86139,87353,2007-06-01
3438,西淀川区,96501,47684,48817,41933,2007-06-01
3439,北区,103969,49868,54101,58697,2007-06-01
3440,都島区,102093,49515,52578,48325,2007-06-01
3441,福島区,62359,29541,32818,30950,2007-06-01
3442,此花区,64150,31153,32997,28367,2007-06-01
3443,中央区,70967,32858,38109,43602,2007-06-01
3444,大阪市,2641895,1281878,1360017,1271405,2007-06-01
3445,港区,84031,41094,42937,39018,2007-06-01
3446,大正区,72141,35502,36639,31031,2007-06-01
3447,天王寺区,65224,30195,35029,31751,2007-06-01
3448,浪速区,57278,29130,28148,37201,2007-06-01
3449,西区,76655,36244,40411,43991,2007-06-01
3450,生野区,136562,65240,71322,62043,2007-07-01
3451,旭区,94350,45030,49320,43816,2007-07-01
3452,城東区,162570,77682,84888,73325,2007-07-01
3453,鶴見区,108499,52325,56174,43579,2007-07-01
3454,阿倍野区,107493,49750,57743,48461,2007-07-01
3455,住吉区,157961,74267,83694,73382,2007-07-01
3456,東住吉区,133636,63288,70348,60550,2007-07-01
3457,平野区,200260,95419,104841,84963,2007-07-01
3458,西成区,128316,73612,54704,75425,2007-07-01
3459,東成区,79353,37800,41553,37233,2007-07-01
3460,住之江区,129252,62029,67223,55721,2007-07-01
3461,東淀川区,177734,88281,89453,91022,2007-07-01
3462,淀川区,170224,84115,86109,87415,2007-07-01
3463,西淀川区,96581,47740,48841,41984,2007-07-01
3464,北区,103921,49838,54083,58699,2007-07-01
3465,都島区,102084,49490,52594,48349,2007-07-01
3466,福島区,62449,29584,32865,31021,2007-07-01
3467,此花区,64153,31166,32987,28385,2007-07-01
3468,中央区,71059,32918,38141,43684,2007-07-01
3469,大阪市,2642015,1281801,1360214,1272266,2007-07-01
3470,港区,84014,41084,42930,39045,2007-07-01
3471,大正区,72110,35462,36648,31005,2007-07-01
3472,天王寺区,65214,30166,35048,31748,2007-07-01
3473,浪速区,57350,29173,28177,37313,2007-07-01
3474,西区,76870,36342,40528,44098,2007-07-01
3475,生野区,136523,65242,71281,62049,2007-08-01
3476,旭区,94277,44986,49291,43813,2007-08-01
3477,城東区,162664,77783,84881,73383,2007-08-01
3478,鶴見区,108703,52432,56271,43670,2007-08-01
3479,阿倍野区,107511,49737,57774,48496,2007-08-01
3480,住吉区,157851,74195,83656,73366,2007-08-01
3481,東住吉区,133624,63271,70353,60552,2007-08-01
3482,平野区,200264,95406,104858,84971,2007-08-01
3483,西成区,128124,73457,54667,75312,2007-08-01
3484,東成区,79386,37826,41560,37256,2007-08-01
3485,住之江区,129167,62006,67161,55744,2007-08-01
3486,東淀川区,177734,88222,89512,90956,2007-08-01
3487,淀川区,170154,84067,86087,87429,2007-08-01
3488,西淀川区,96605,47750,48855,42022,2007-08-01
3489,北区,104026,49832,54194,58676,2007-08-01
3490,都島区,102155,49493,52662,48425,2007-08-01
3491,福島区,62563,29632,32931,31112,2007-08-01
3492,此花区,64178,31194,32984,28419,2007-08-01
3493,中央区,71147,32977,38170,43735,2007-08-01
3494,大阪市,2642330,1281742,1360588,1272790,2007-08-01
3495,港区,84070,41094,42976,39110,2007-08-01
3496,大正区,72010,35396,36614,30970,2007-08-01
3497,天王寺区,65240,30175,35065,31774,2007-08-01
3498,浪速区,57431,29197,28234,37443,2007-08-01
3499,西区,76923,36372,40551,44107,2007-08-01
3500,生野区,136356,65186,71170,62056,2007-09-01
3501,旭区,94206,44949,49257,43827,2007-09-01
3502,城東区,162838,77919,84919,73523,2007-09-01
3503,鶴見区,108762,52453,56309,43691,2007-09-01
3504,阿倍野区,107456,49708,57748,48514,2007-09-01
3505,住吉区,157812,74194,83618,73357,2007-09-01
3506,東住吉区,133549,63248,70301,60545,2007-09-01
3507,平野区,200363,95438,104925,85030,2007-09-01
3508,西成区,127973,73345,54628,75220,2007-09-01
3509,東成区,79381,37822,41559,37294,2007-09-01
3510,住之江区,129226,62004,67222,55825,2007-09-01
3511,東淀川区,177675,88164,89511,91008,2007-09-01
3512,淀川区,170180,84104,86076,87458,2007-09-01
3513,西淀川区,96578,47723,48855,42034,2007-09-01
3514,北区,104184,49893,54291,58772,2007-09-01
3515,都島区,102084,49432,52652,48465,2007-09-01
3516,福島区,62562,29660,32902,31130,2007-09-01
3517,此花区,64199,31214,32985,28458,2007-09-01
3518,中央区,71258,33067,38191,43842,2007-09-01
3519,大阪市,2642454,1281856,1360598,1273660,2007-09-01
3520,港区,84018,41076,42942,39129,2007-09-01
3521,大正区,71950,35393,36557,30955,2007-09-01
3522,天王寺区,65422,30267,35155,31857,2007-09-01
3523,浪速区,57402,29177,28225,37526,2007-09-01
3524,西区,77020,36420,40600,44144,2007-09-01
3525,生野区,136276,65148,71128,62061,2007-10-01
3526,旭区,94136,44981,49155,43791,2007-10-01
3527,城東区,162893,77956,84937,73560,2007-10-01
3528,鶴見区,108931,52549,56382,43790,2007-10-01
3529,阿倍野区,107402,49700,57702,48516,2007-10-01
3530,住吉区,157760,74191,83569,73368,2007-10-01
3531,東住吉区,133388,63202,70186,60507,2007-10-01
3532,平野区,200439,95554,104885,85053,2007-10-01
3533,西成区,127791,74796,52995,74677,2007-10-01
3534,東成区,79354,37806,41548,37261,2007-10-01
3535,住之江区,129279,62109,67170,55892,2007-10-01
3536,東淀川区,177583,88175,89408,90919,2007-10-01
3537,淀川区,170078,84097,85981,87421,2007-10-01
3538,西淀川区,96624,47773,48851,42077,2007-10-01
3539,北区,104229,50068,54161,58880,2007-10-01
3540,都島区,102046,49440,52606,48442,2007-10-01
3541,福島区,62537,29663,32874,31102,2007-10-01
3542,此花区,64460,31358,33102,28574,2007-10-01
3543,中央区,71378,33290,38088,43917,2007-10-01
3544,大阪市,2642854,1284596,1358258,1273724,2007-10-01
3545,港区,84043,41107,42936,39191,2007-10-01
3546,大正区,71874,35404,36470,30925,2007-10-01
3547,天王寺区,65708,30445,35263,31998,2007-10-01
3548,浪速区,57543,29323,28220,37664,2007-10-01
3549,西区,77102,36461,40641,44138,2007-10-01
3550,生野区,136206,65124,71082,62086,2007-11-01
3551,旭区,94182,45020,49162,43839,2007-11-01
3552,城東区,162935,77998,84937,73567,2007-11-01
3553,鶴見区,109066,52605,56461,43835,2007-11-01
3554,阿倍野区,107416,49688,57728,48518,2007-11-01
3555,住吉区,157712,74169,83543,73352,2007-11-01
3556,東住吉区,133455,63230,70225,60570,2007-11-01
3557,平野区,200565,95604,104961,85134,2007-11-01
3558,西成区,127718,74793,52925,74488,2007-11-01
3559,東成区,79410,37855,41555,37313,2007-11-01
3560,住之江区,129239,62079,67160,55926,2007-11-01
3561,東淀川区,177654,88218,89436,90986,2007-11-01
3562,淀川区,170014,84071,85943,87417,2007-11-01
3563,西淀川区,96681,47806,48875,42086,2007-11-01
3564,北区,104400,50165,54235,58941,2007-11-01
3565,都島区,102032,49432,52600,48421,2007-11-01
3566,福島区,62636,29679,32957,31151,2007-11-01
3567,此花区,64612,31443,33169,28660,2007-11-01
3568,中央区,71528,33350,38178,43972,2007-11-01
3569,大阪市,2644418,1285362,1359056,1274419,2007-11-01
3570,港区,84142,41176,42966,39184,2007-11-01
3571,大正区,71778,35361,36417,30930,2007-11-01
3572,天王寺区,65897,30519,35378,32078,2007-11-01
3573,浪速区,57835,29434,28401,37737,2007-11-01
3574,西区,77305,36543,40762,44228,2007-11-01
3575,生野区,136042,65075,70967,62049,2007-12-01
3576,旭区,94183,45039,49144,43854,2007-12-01
3577,城東区,163068,78034,85034,73647,2007-12-01
3578,鶴見区,109503,52818,56685,44037,2007-12-01
3579,阿倍野区,107360,49665,57695,48512,2007-12-01
3580,住吉区,157528,74052,83476,73296,2007-12-01
3581,東住吉区,133410,63208,70202,60559,2007-12-01
3582,平野区,200628,95638,104990,85211,2007-12-01
3583,西成区,127633,74772,52861,74587,2007-12-01
3584,東成区,79399,37844,41555,37344,2007-12-01
3585,住之江区,129127,62013,67114,55889,2007-12-01
3586,東淀川区,177513,88152,89361,90923,2007-12-01
3587,淀川区,170053,84081,85972,87427,2007-12-01
3588,西淀川区,96661,47788,48873,42077,2007-12-01
3589,北区,104470,50194,54276,59044,2007-12-01
3590,都島区,101967,49395,52572,48420,2007-12-01
3591,福島区,62871,29782,33089,31265,2007-12-01
3592,此花区,64531,31363,33168,28621,2007-12-01
3593,中央区,71604,33363,38241,44032,2007-12-01
3594,大阪市,2644759,1285431,1359328,1275189,2007-12-01
3595,港区,84175,41227,42948,39241,2007-12-01
3596,大正区,71692,35313,36379,30913,2007-12-01
3597,天王寺区,65971,30544,35427,32120,2007-12-01
3598,浪速区,57923,29459,28464,37829,2007-12-01
3599,西区,77447,36612,40835,44292,2007-12-01
3600,生野区,135928,65028,70900,62038,2008-01-01
3601,旭区,94148,45013,49135,43869,2008-01-01
3602,城東区,163049,78003,85046,73641,2008-01-01
3603,鶴見区,109657,52888,56769,44065,2008-01-01
3604,阿倍野区,107269,49616,57653,48492,2008-01-01
3605,住吉区,157414,74000,83414,73245,2008-01-01
3606,東住吉区,133396,63185,70211,60539,2008-01-01
3607,平野区,200607,95627,104980,85202,2008-01-01
3608,西成区,127463,74685,52778,74458,2008-01-01
3609,東成区,79363,37831,41532,37358,2008-01-01
3610,住之江区,128973,61909,67064,55874,2008-01-01
3611,東淀川区,177474,88093,89381,90892,2008-01-01
3612,淀川区,169969,84065,85904,87458,2008-01-01
3613,西淀川区,96653,47795,48858,42071,2008-01-01
3614,北区,104485,50175,54310,59096,2008-01-01
3615,都島区,101893,49334,52559,48410,2008-01-01
3616,福島区,62988,29834,33154,31334,2008-01-01
3617,此花区,64519,31366,33153,28603,2008-01-01
3618,中央区,71646,33384,38262,44106,2008-01-01
3619,大阪市,2644233,1285054,1359179,1275346,2008-01-01
3620,港区,84200,41263,42937,39278,2008-01-01
3621,大正区,71630,35278,36352,30907,2008-01-01
3622,天王寺区,66022,30569,35453,32171,2008-01-01
3623,浪速区,57934,29460,28474,37873,2008-01-01
3624,西区,77553,36653,40900,44366,2008-01-01
3625,東成区,79281,37803,41478,37332,2008-02-01
3626,生野区,135871,64998,70873,62033,2008-02-01
3627,旭区,94052,44949,49103,43849,2008-02-01
3628,城東区,162975,77966,85009,73601,2008-02-01
3629,鶴見区,109674,52890,56784,44065,2008-02-01
3630,住之江区,128812,61833,66979,55839,2008-02-01
3631,住吉区,157334,73984,83350,73211,2008-02-01
3632,東住吉区,133336,63181,70155,60544,2008-02-01
3633,平野区,200508,95524,104984,85174,2008-02-01
3634,東淀川区,177473,88065,89408,90912,2008-02-01
3635,阿倍野区,107241,49643,57598,48526,2008-02-01
3636,淀川区,169968,84023,85945,87444,2008-02-01
3637,西成区,127323,74586,52737,74353,2008-02-01
3638,浪速区,57977,29497,28480,37977,2008-02-01
3639,大阪市,2643573,1284589,1358984,1275365,2008-02-01
3640,北区,104564,50188,54376,59215,2008-02-01
3641,都島区,101915,49335,52580,48427,2008-02-01
3642,福島区,63002,29846,33156,31345,2008-02-01
3643,此花区,64469,31336,33133,28580,2008-02-01
3644,西淀川区,96682,47804,48878,42109,2008-02-01
3645,西区,77604,36638,40966,44323,2008-02-01
3646,港区,84190,41258,42932,39300,2008-02-01
3647,大正区,71545,35243,36302,30879,2008-02-01
3648,天王寺区,66023,30549,35474,32177,2008-02-01
3649,中央区,71754,33450,38304,44150,2008-02-01
3650,生野区,135772,64938,70834,62041,2008-03-01
3651,旭区,93987,44923,49064,43834,2008-03-01
3652,城東区,163601,78293,85308,73917,2008-03-01
3653,鶴見区,109605,52838,56767,44064,2008-03-01
3654,阿倍野区,107129,49600,57529,48464,2008-03-01
3655,住吉区,157174,73905,83269,73176,2008-03-01
3656,東住吉区,133251,63150,70101,60490,2008-03-01
3657,平野区,200393,95460,104933,85189,2008-03-01
3658,西成区,127154,74533,52621,74233,2008-03-01
3659,東成区,79213,37769,41444,37307,2008-03-01
3660,住之江区,128643,61768,66875,55794,2008-03-01
3661,東淀川区,177277,87949,89328,90867,2008-03-01
3662,淀川区,169795,83895,85900,87386,2008-03-01
3663,西淀川区,96716,47816,48900,42105,2008-03-01
3664,北区,104622,50208,54414,59307,2008-03-01
3665,都島区,101881,49320,52561,48438,2008-03-01
3666,福島区,63118,29904,33214,31407,2008-03-01
3667,此花区,64444,31333,33111,28556,2008-03-01
3668,中央区,71818,33511,38307,44170,2008-03-01
3669,大阪市,2643151,1284386,1358765,1275646,2008-03-01
3670,港区,84261,41292,42969,39347,2008-03-01
3671,大正区,71513,35215,36298,30884,2008-03-01
3672,天王寺区,66030,30553,35477,32188,2008-03-01
3673,浪速区,58100,29540,28560,38147,2008-03-01
3674,西区,77654,36673,40981,44335,2008-03-01
3675,生野区,135655,64849,70806,62077,2008-04-01
3676,旭区,93831,44839,48992,43832,2008-04-01
3677,城東区,164189,78571,85618,74433,2008-04-01
3678,鶴見区,109466,52751,56715,44149,2008-04-01
3679,阿倍野区,107145,49557,57588,48587,2008-04-01
3680,住吉区,156865,73726,83139,73230,2008-04-01
3681,東住吉区,133178,63116,70062,60574,2008-04-01
3682,平野区,200097,95276,104821,85272,2008-04-01
3683,西成区,126993,74451,52542,74260,2008-04-01
3684,東成区,79261,37775,41486,37436,2008-04-01
3685,住之江区,128295,61609,66686,55740,2008-04-01
3686,東淀川区,177313,87860,89453,91185,2008-04-01
3687,淀川区,169963,83968,85995,87911,2008-04-01
3688,西淀川区,96675,47801,48874,42199,2008-04-01
3689,北区,104838,50270,54568,59756,2008-04-01
3690,都島区,101761,49237,52524,48537,2008-04-01
3691,福島区,63431,29997,33434,31621,2008-04-01
3692,此花区,64632,31440,33192,28714,2008-04-01
3693,中央区,72025,33578,38447,44433,2008-04-01
3694,大阪市,2643771,1284136,1359635,1279876,2008-04-01
3695,港区,84273,41287,42986,39535,2008-04-01
3696,大正区,71367,35151,36216,30819,2008-04-01
3697,天王寺区,66305,30613,35692,32460,2008-04-01
3698,浪速区,58148,29556,28592,38336,2008-04-01
3699,西区,78065,36858,41207,44780,2008-04-01
3700,生野区,135682,64864,70818,62195,2008-05-01
3701,旭区,93770,44820,48950,43872,2008-05-01
3702,城東区,164751,78825,85926,74824,2008-05-01
3703,鶴見区,109658,52819,56839,44300,2008-05-01
3704,阿倍野区,107343,49642,57701,48819,2008-05-01
3705,住吉区,157130,73875,83255,73422,2008-05-01
3706,東住吉区,133199,63129,70070,60686,2008-05-01
3707,平野区,200421,95460,104961,85511,2008-05-01
3708,西成区,126991,74441,52550,74363,2008-05-01
3709,東成区,79348,37838,41510,37584,2008-05-01
3710,住之江区,128201,61551,66650,55792,2008-05-01
3711,東淀川区,177531,87960,89571,91475,2008-05-01
3712,淀川区,170357,84181,86176,88330,2008-05-01
3713,西淀川区,96718,47859,48859,42306,2008-05-01
3714,北区,105263,50470,54793,60116,2008-05-01
3715,都島区,101863,49275,52588,48681,2008-05-01
3716,福島区,63623,30087,33536,31767,2008-05-01
3717,此花区,64765,31511,33254,28791,2008-05-01
3718,中央区,72568,33827,38741,44771,2008-05-01
3719,大阪市,2648370,1286407,1361963,1284417,2008-05-01
3720,港区,84441,41385,43056,39695,2008-05-01
3721,大正区,71380,35153,36227,30855,2008-05-01
3722,天王寺区,66568,30746,35822,32661,2008-05-01
3723,浪速区,58348,29643,28705,38527,2008-05-01
3724,西区,78451,37046,41405,45074,2008-05-01
3725,東成区,79387,37866,41521,37650,2008-06-01
3726,生野区,135575,64851,70724,62210,2008-06-01
3727,旭区,93798,44837,48961,43916,2008-06-01
3728,城東区,164922,78943,85979,74947,2008-06-01
3729,鶴見区,109778,52867,56911,44364,2008-06-01
3730,住之江区,128118,61499,66619,55774,2008-06-01
3731,住吉区,156993,73811,83182,73398,2008-06-01
3732,東住吉区,133081,63065,70016,60662,2008-06-01
3733,平野区,200400,95436,104964,85561,2008-06-01
3734,東淀川区,177506,87962,89544,91525,2008-06-01
3735,阿倍野区,107322,49623,57699,48847,2008-06-01
3736,淀川区,170501,84252,86249,88491,2008-06-01
3737,西成区,126788,74360,52428,74378,2008-06-01
3738,浪速区,58441,29719,28722,38654,2008-06-01
3739,大阪市,2649151,1286993,1362158,1285946,2008-06-01
3740,北区,105435,50560,54875,60301,2008-06-01
3741,都島区,101890,49311,52579,48747,2008-06-01
3742,福島区,63750,30175,33575,31888,2008-06-01
3743,此花区,64727,31488,33239,28769,2008-06-01
3744,西淀川区,96787,47905,48882,42377,2008-06-01
3745,西区,78672,37170,41502,45202,2008-06-01
3746,港区,84552,41450,43102,39801,2008-06-01
3747,大正区,71380,35157,36223,30862,2008-06-01
3748,天王寺区,66672,30802,35870,32754,2008-06-01
3749,中央区,72676,33884,38792,44868,2008-06-01
3750,生野区,135449,64777,70672,62233,2008-07-01
3751,旭区,93742,44805,48937,43898,2008-07-01
3752,城東区,165034,78983,86051,75034,2008-07-01
3753,鶴見区,109928,52958,56970,44421,2008-07-01
3754,阿倍野区,107261,49587,57674,48851,2008-07-01
3755,住吉区,156939,73792,83147,73411,2008-07-01
3756,東住吉区,133015,63014,70001,60604,2008-07-01
3757,平野区,200397,95427,104970,85634,2008-07-01
3758,西成区,126631,74275,52356,74446,2008-07-01
3759,東成区,79400,37894,41506,37669,2008-07-01
3760,住之江区,128044,61444,66600,55781,2008-07-01
3761,東淀川区,177571,87965,89606,91589,2008-07-01
3762,淀川区,170627,84292,86335,88623,2008-07-01
3763,西淀川区,96833,47960,48873,42448,2008-07-01
3764,北区,105547,50575,54972,60438,2008-07-01
3765,都島区,101829,49277,52552,48754,2008-07-01
3766,福島区,63890,30242,33648,31991,2008-07-01
3767,此花区,64699,31473,33226,28755,2008-07-01
3768,中央区,72780,33919,38861,44996,2008-07-01
3769,大阪市,2649604,1287078,1362526,1287149,2008-07-01
3770,港区,84544,41432,43112,39818,2008-07-01
3771,大正区,71322,35133,36189,30851,2008-07-01
3772,天王寺区,66776,30858,35918,32820,2008-07-01
3773,浪速区,58441,29720,28721,38756,2008-07-01
3774,西区,78905,37276,41629,45328,2008-07-01
3775,東成区,79413,37899,41514,37710,2008-08-01
3776,生野区,135390,64740,70650,62219,2008-08-01
3777,旭区,93655,44752,48903,43886,2008-08-01
3778,城東区,165035,78977,86058,75070,2008-08-01
3779,鶴見区,109921,52949,56972,44431,2008-08-01
3780,住之江区,128018,61455,66563,55826,2008-08-01
3781,住吉区,156916,73828,83088,73364,2008-08-01
3782,東住吉区,132910,62950,69960,60590,2008-08-01
3783,平野区,200341,95410,104931,85687,2008-08-01
3784,東淀川区,177476,87903,89573,91612,2008-08-01
3785,阿倍野区,107264,49561,57703,48876,2008-08-01
3786,淀川区,170669,84325,86344,88737,2008-08-01
3787,西成区,126361,74119,52242,74436,2008-08-01
3788,浪速区,58629,29813,28816,38941,2008-08-01
3789,大阪市,2649783,1287137,1362646,1288185,2008-08-01
3790,北区,105750,50682,55068,60648,2008-08-01
3791,都島区,101826,49289,52537,48806,2008-08-01
3792,福島区,64032,30304,33728,32049,2008-08-01
3793,此花区,64684,31464,33220,28775,2008-08-01
3794,西淀川区,96834,47965,48869,42468,2008-08-01
3795,西区,79175,37422,41753,45453,2008-08-01
3796,港区,84571,41462,43109,39865,2008-08-01
3797,大正区,71210,35049,36161,30833,2008-08-01
3798,天王寺区,66780,30859,35921,32837,2008-08-01
3799,中央区,72923,33960,38963,45066,2008-08-01
3800,東成区,79432,37940,41492,37738,2008-09-01
3801,生野区,135254,64671,70583,62229,2008-09-01
3802,旭区,93620,44739,48881,43914,2008-09-01
3803,城東区,165063,78995,86068,75096,2008-09-01
3804,鶴見区,109943,52938,57005,44434,2008-09-01
3805,住之江区,127893,61385,66508,55791,2008-09-01
3806,住吉区,156940,73839,83101,73405,2008-09-01
3807,東住吉区,132873,62917,69956,60599,2008-09-01
3808,平野区,200316,95389,104927,85678,2008-09-01
3809,東淀川区,177371,87825,89546,91577,2008-09-01
3810,阿倍野区,107167,49495,57672,48807,2008-09-01
3811,淀川区,170737,84374,86363,88875,2008-09-01
3812,西成区,126185,74010,52175,74440,2008-09-01
3813,浪速区,58757,29867,28890,39053,2008-09-01
3814,大阪市,2650368,1287334,1363034,1289261,2008-09-01
3815,北区,105947,50794,55153,60841,2008-09-01
3816,都島区,101760,49281,52479,48821,2008-09-01
3817,福島区,64370,30451,33919,32226,2008-09-01
3818,此花区,64741,31511,33230,28820,2008-09-01
3819,西淀川区,96816,47940,48876,42488,2008-09-01
3820,西区,79296,37471,41825,45498,2008-09-01
3821,港区,84631,41476,43155,39922,2008-09-01
3822,大正区,71150,35001,36149,30838,2008-09-01
3823,天王寺区,66914,30913,36001,32917,2008-09-01
3824,中央区,73192,34112,39080,45254,2008-09-01
3825,東成区,79453,37961,41492,37747,2008-10-01
3826,生野区,135256,64686,70570,62238,2008-10-01
3827,旭区,93525,44679,48846,43863,2008-10-01
3828,城東区,165016,78976,86040,75098,2008-10-01
3829,鶴見区,110037,52973,57064,44454,2008-10-01
3830,住之江区,127789,61355,66434,55768,2008-10-01
3831,住吉区,156880,73782,83098,73415,2008-10-01
3832,東住吉区,132830,62912,69918,60535,2008-10-01
3833,平野区,200304,95377,104927,85721,2008-10-01
3834,東淀川区,177501,87848,89653,91665,2008-10-01
3835,阿倍野区,107101,49456,57645,48794,2008-10-01
3836,西成区,125950,73866,52084,74383,2008-10-01
3837,淀川区,170740,84394,86346,88896,2008-10-01
3838,浪速区,58822,29889,28933,39079,2008-10-01
3839,西淀川区,96858,47962,48896,42526,2008-10-01
3840,大阪市,2650670,1287428,1363242,1289751,2008-10-01
3841,北区,106077,50896,55181,60965,2008-10-01
3842,福島区,64513,30534,33979,32304,2008-10-01
3843,此花区,64764,31522,33242,28786,2008-10-01
3844,都島区,101770,49261,52509,48843,2008-10-01
3845,西区,79413,37514,41899,45548,2008-10-01
3846,港区,84652,41485,43167,39956,2008-10-01
3847,大正区,71098,34959,36139,30843,2008-10-01
3848,天王寺区,67057,31000,36057,33009,2008-10-01
3849,中央区,73264,34141,39123,45315,2008-10-01
3850,鶴見区,110146,53011,57135,44490,2008-11-01
3851,生野区,135246,64697,70549,62272,2008-11-01
3852,旭区,93449,44639,48810,43839,2008-11-01
3853,城東区,165062,79027,86035,75110,2008-11-01
3854,阿倍野区,107129,49463,57666,48854,2008-11-01
3855,東成区,79430,37958,41472,37736,2008-11-01
3856,住吉区,156781,73716,83065,73390,2008-11-01
3857,東住吉区,132828,62902,69926,60506,2008-11-01
3858,平野区,200272,95369,104903,85742,2008-11-01
3859,西成区,125847,73813,52034,74427,2008-11-01
3860,住之江区,127723,61296,66427,55769,2008-11-01
3861,東淀川区,177604,87894,89710,91692,2008-11-01
3862,淀川区,170660,84389,86271,88909,2008-11-01
3863,西淀川区,96929,48016,48913,42583,2008-11-01
3864,北区,106295,51020,55275,61164,2008-11-01
3865,都島区,101766,49246,52520,48877,2008-11-01
3866,福島区,64642,30604,34038,32371,2008-11-01
3867,此花区,64835,31543,33292,28841,2008-11-01
3868,中央区,73424,34187,39237,45397,2008-11-01
3869,大阪市,2651878,1288003,1363875,1290807,2008-11-01
3870,港区,84692,41510,43182,39990,2008-11-01
3871,大正区,71126,34949,36177,30858,2008-11-01
3872,天王寺区,67305,31131,36174,33125,2008-11-01
3873,浪速区,59074,29989,29085,39237,2008-11-01
3874,西区,79613,37634,41979,45628,2008-11-01
3875,生野区,135209,64683,70526,62264,2008-12-01
3876,旭区,93437,44636,48801,43828,2008-12-01
3877,城東区,165064,79018,86046,75119,2008-12-01
3878,鶴見区,110274,53055,57219,44519,2008-12-01
3879,阿倍野区,107054,49420,57634,48841,2008-12-01
3880,住吉区,156764,73712,83052,73410,2008-12-01
3881,東住吉区,132723,62854,69869,60496,2008-12-01
3882,平野区,200347,95419,104928,85761,2008-12-01
3883,西成区,125751,73787,51964,74492,2008-12-01
3884,東成区,79369,37926,41443,37741,2008-12-01
3885,住之江区,127726,61265,66461,55773,2008-12-01
3886,東淀川区,177554,87839,89715,91595,2008-12-01
3887,淀川区,170649,84379,86270,88958,2008-12-01
3888,西淀川区,96985,48063,48922,42634,2008-12-01
3889,北区,106382,51077,55305,61265,2008-12-01
3890,都島区,101721,49215,52506,48877,2008-12-01
