,area,total,men,women,household,date
170,住之江区,131937,63644,68293,55036,2004-07-01
171,住吉区,159837,75364,84473,73147,2004-07-01
172,東住吉区,136237,64684,71553,60412,2004-07-01
173,平野区,201276,96432,104844,83140,2004-07-01
174,西成区,135334,79053,56281,79568,2004-07-01
175,大阪市,2626631,1281193,1345438,1231794,2004-08-01
176,北区,98126,47341,50785,53130,2004-08-01
177,都島区,99460,48528,50932,45911,2004-08-01
178,福島区,59241,28106,31135,28545,2004-08-01
179,此花区,64639,31533,33106,28070,2004-08-01
180,中央区,64073,29686,34387,37370,2004-08-01
181,西区,70694,33593,37101,39158,2004-08-01
182,港区,83819,41117,42702,37764,2004-08-01
183,大正区,73943,36591,37352,31238,2004-08-01
184,天王寺区,62472,29110,33362,29758,2004-08-01
185,浪速区,53321,27369,25952,33200,2004-08-01
186,西淀川区,95675,47441,48234,40734,2004-08-01
187,淀川区,168216,83405,84811,84845,2004-08-01
188,東淀川区,180439,89947,90492,89691,2004-08-01
189,東成区,79201,37757,41444,36074,2004-08-01
190,生野区,139914,66764,73150,61300,2004-08-01
191,旭区,96386,46192,50194,43903,2004-08-01
192,城東区,160128,76722,83406,70880,2004-08-01
193,鶴見区,106253,51579,54674,41677,2004-08-01
194,阿倍野区,106465,49473,56992,47225,2004-08-01
195,住之江区,131912,63623,68289,55041,2004-08-01
196,住吉区,159720,75299,84421,73099,2004-08-01
197,東住吉区,136119,64623,71496,60393,2004-08-01
198,平野区,201197,96376,104821,83179,2004-08-01
199,西成区,135218,79018,56200,79609,2004-08-01
200,大阪市,2625030,1280277,1344753,1232446,2004-09-01
201,北区,98079,47316,50763,53122,2004-09-01
202,都島区,99812,48693,51119,46146,2004-09-01
203,福島区,59310,28137,31173,28575,2004-09-01
204,此花区,64629,31518,33111,28086,2004-09-01
205,中央区,63892,29602,34290,37489,2004-09-01
206,西区,70871,33677,37194,39382,2004-09-01
207,港区,83645,41025,42620,37705,2004-09-01
208,大正区,73917,36572,37345,31259,2004-09-01
209,天王寺区,62417,29080,33337,29770,2004-09-01
210,浪速区,53144,27270,25874,33194,2004-09-01
211,西淀川区,95614,47404,48210,40723,2004-09-01
212,淀川区,168047,83308,84739,84849,2004-09-01
213,東淀川区,180243,89848,90395,89658,2004-09-01
214,東成区,79184,37742,41442,36128,2004-09-01
215,生野区,139635,66631,73004,61304,2004-09-01
216,旭区,96255,46122,50133,43852,2004-09-01
217,城東区,160148,76723,83425,70869,2004-09-01
218,鶴見区,106336,51607,54729,41747,2004-09-01
219,阿倍野区,106415,49450,56965,47232,2004-09-01
220,住之江区,131834,63576,68258,55067,2004-09-01
221,住吉区,159510,75189,84321,73088,2004-09-01
222,東住吉区,135953,64539,71414,60348,2004-09-01
223,平野区,201183,96350,104833,83236,2004-09-01
224,西成区,134957,78898,56059,79617,2004-09-01
225,大阪市,2624775,1280023,1344752,1232982,2004-10-01
226,北区,98060,47305,50755,53172,2004-10-01
227,都島区,99965,48762,51203,46250,2004-10-01
228,福島区,59419,28187,31232,28643,2004-10-01
229,此花区,64516,31453,33063,28056,2004-10-01
230,中央区,64146,29720,34426,37759,2004-10-01
231,西区,70973,33725,37248,39496,2004-10-01
232,港区,83564,40979,42585,37628,2004-10-01
233,大正区,73831,36524,37307,31232,2004-10-01
234,天王寺区,62550,29136,33414,29843,2004-10-01
235,浪速区,53084,27231,25853,33237,2004-10-01
236,西淀川区,95637,47409,48228,40715,2004-10-01
237,淀川区,167882,83212,84670,84789,2004-10-01
238,東淀川区,180124,89787,90337,89566,2004-10-01
239,東成区,79078,37686,41392,36068,2004-10-01
240,生野区,139509,66571,72938,61341,2004-10-01
241,旭区,96119,46049,50070,43807,2004-10-01
242,城東区,160154,76717,83437,70846,2004-10-01
243,鶴見区,106730,51787,54943,41968,2004-10-01
244,阿倍野区,106369,49430,56939,47216,2004-10-01
245,住之江区,131740,63521,68219,55057,2004-10-01
246,住吉区,159483,75166,84317,73084,2004-10-01
247,東住吉区,135840,64480,71360,60317,2004-10-01
248,平野区,201147,96314,104833,83242,2004-10-01
249,西成区,134855,78872,55983,79650,2004-10-01
250,大阪市,2625023,1280002,1345021,1233061,2004-11-01
251,北区,98030,47289,50741,53216,2004-11-01
252,都島区,100043,48794,51249,46329,2004-11-01
253,福島区,59458,28203,31255,28700,2004-11-01
254,此花区,64466,31419,33047,28031,2004-11-01
255,中央区,64445,29858,34587,37976,2004-11-01
256,西区,71074,33773,37301,39602,2004-11-01
257,港区,83478,40930,42548,37480,2004-11-01
258,大正区,73781,36493,37288,31213,2004-11-01
259,天王寺区,62555,29134,33421,29856,2004-11-01
260,浪速区,53151,27258,25893,33272,2004-11-01
261,西淀川区,95640,47404,48236,40711,2004-11-01
262,淀川区,167839,83178,84661,84489,2004-11-01
263,東淀川区,179991,89718,90273,89506,2004-11-01
264,東成区,79059,37671,41388,36092,2004-11-01
265,生野区,139497,66565,72932,61361,2004-11-01
266,旭区,96036,46001,50035,43778,2004-11-01
267,城東区,160139,76702,83437,70776,2004-11-01
268,鶴見区,106942,51878,55064,42082,2004-11-01
269,阿倍野区,106745,49606,57139,47409,2004-11-01
270,住之江区,131690,63487,68203,55069,2004-11-01
271,住吉区,159486,75156,84330,73052,2004-11-01
272,東住吉区,135690,64404,71286,60230,2004-11-01
273,平野区,201084,96265,104819,83288,2004-11-01
274,西成区,134704,78816,55888,79543,2004-11-01
275,大阪市,2624948,1279815,1345133,1233267,2004-12-01
276,北区,98136,47338,50798,53291,2004-12-01
277,都島区,100046,48789,51257,46359,2004-12-01
278,福島区,59627,28281,31346,28780,2004-12-01
279,此花区,64493,31423,33070,28043,2004-12-01
280,中央区,64444,29858,34586,38109,2004-12-01
281,西区,71187,33826,37361,39744,2004-12-01
282,港区,83309,40841,42468,37412,2004-12-01
283,大正区,73727,36460,37267,30986,2004-12-01
284,天王寺区,62920,29299,33621,30054,2004-12-01
285,浪速区,53147,27248,25899,33336,2004-12-01
286,西淀川区,95611,47383,48228,40699,2004-12-01
287,淀川区,167839,83164,84675,84344,2004-12-01
288,東淀川区,179788,89615,90173,89445,2004-12-01
289,東成区,78941,37608,41333,36068,2004-12-01
290,生野区,139331,66486,72845,61354,2004-12-01
291,旭区,95943,45949,49994,43769,2004-12-01
292,城東区,160263,76752,83511,70881,2004-12-01
293,鶴見区,107138,51961,55177,42178,2004-12-01
294,阿倍野区,106828,49646,57182,47424,2004-12-01
295,住之江区,131851,63556,68295,55182,2004-12-01
296,住吉区,159402,75106,84296,73023,2004-12-01
297,東住吉区,135523,64320,71203,60175,2004-12-01
298,平野区,201031,96221,104810,83265,2004-12-01
299,西成区,134423,78685,55738,79346,2004-12-01
